2700280;2469205;
3716787;1876565;
2514710;3181043;
3024210;2312406;
3157008;2537848;
2756181;2614829;
2742568;2867741;
2592192;2704054;
2626225;2598176;
2508567;1939792;
3099795;2887828;
3283033;3137479;
3237530;1924833;
3104924;1886308;
2502861;2470116;
3619561;2532584;
3154704;2162704;
2889961;2274144;
2669538;2488717;
3391711;2002519;
3041719;2793216;
2948860;2523832;
2974983;2559658;
2851350;3138343;
3041585;2189100;
3278710;3120111;
3154729;2922001;
2993547;2433338;
2452315;2625794;
2833249;3067828;
2972504;2630939;
2882325;2690261;
2810947;2659502;
2286906;2470892;
2895769;3025914;
2395709;2891312;
2873213;3188846;
2678611;2335079;
2767651;2726053;
2288566;2795940;
3375230;2588055;
3366669;3025123;
2849598;2751661;
2636088;2056805;
2938300;2321199;
3080906;2209603;
2404517;2641618;
3248655;2297291;
